No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,location
9352,2014,3,25,15,264.0,302.0,69.0,130.0,1700.0,146.0,22.1,1002.0,5.5,0.0,SSW,1.7,Wanliu,Wanliu
9353,2014,3,25,16,222.0,248.0,58.0,121.0,1400.0,143.0,21.5,1002.0,5.4,0.0,SW,2.4,Wanliu,Wanliu
9354,2014,3,25,17,192.0,208.0,52.0,114.0,1300.0,140.0,20.4,1002.1,6.0,0.0,SSW,2.1,Wanliu,Wanliu
9355,2014,3,25,18,178.0,210.0,49.0,120.0,1200.0,121.0,18.5,1002.4,7.3,0.0,SSW,1.3,Wanliu,Wanliu
9356,2014,3,25,19,171.0,207.0,50.0,146.0,1400.0,84.0,17.6,1003.1,7.3,0.0,S,1.2,Wanliu,Wanliu
9357,2014,3,25,20,157.0,207.0,48.0,159.0,1300.0,55.0,16.7,1003.8,7.6,0.0,SSW,1.1,Wanliu,Wanliu
9358,2014,3,25,21,141.0,166.0,44.0,129.0,1100.0,59.0,14.6,1003.7,8.5,0.0,WNW,0.8,Wanliu,Wanliu
9359,2014,3,25,22,141.0,166.0,44.0,129.0,1100.0,59.0,12.3,1004.0,7.8,0.0,WNW,0.0,Wanliu,Wanliu
9360,2014,3,25,23,181.0,212.0,42.0,178.0,1500.0,8.0,11.5,1003.9,8.5,0.0,N,0.0,Wanliu,Wanliu
9361,2014,3,26,0,203.0,259.0,37.0,200.0,1900.0,2.0,10.3,1004.1,7.4,0.0,SE,0.5,Wanliu,Wanliu
9362,2014,3,26,1,219.0,285.0,35.0,201.0,1900.0,2.0,10.9,1004.1,7.2,0.0,NE,0.9,Wanliu,Wanliu
9363,2014,3,26,2,230.0,287.0,28.0,198.0,1900.0,2.0,10.1,1004.1,6.1,0.0,NE,0.0,Wanliu,Wanliu
9364,2014,3,26,3,249.0,335.0,29.0,193.0,1700.0,2.0,8.7,1004.0,5.8,0.0,N,0.0,Wanliu,Wanliu
9365,2014,3,26,4,252.0,314.0,23.0,184.0,1900.0,2.0,8.6,1004.6,6.7,0.0,NE,0.8,Wanliu,Wanliu
9366,2014,3,26,5,256.0,318.0,21.0,184.0,2000.0,2.0,9.8,1005.2,5.8,0.0,NE,1.2,Wanliu,Wanliu
9367,2014,3,26,6,247.0,336.0,22.0,167.0,2000.0,2.0,10.7,1005.6,6.6,0.0,NE,1.5,Wanliu,Wanliu
9368,2014,3,26,7,248.0,327.0,28.0,162.0,1900.0,2.0,12.3,1006.5,7.4,0.0,ENE,1.6,Wanliu,Wanliu
9369,2014,3,26,8,266.0,359.0,35.0,153.0,2100.0,2.0,14.0,1006.9,8.0,0.0,NNE,1.3,Wanliu,Wanliu
9370,2014,3,26,9,280.0,356.0,54.0,154.0,2200.0,2.0,16.0,1006.9,8.5,0.0,NE,1.3,Wanliu,Wanliu
9371,2014,3,26,10,290.0,378.0,68.0,163.0,2200.0,6.0,18.1,1006.3,8.6,0.0,ENE,1.7,Wanliu,Wanliu
9372,2014,3,26,11,283.0,312.0,71.0,141.0,1900.0,43.0,20.0,1005.5,10.1,0.0,ESE,1.3,Wanliu,Wanliu
9373,2014,3,26,12,288.0,340.0,66.0,135.0,1900.0,62.0,21.4,1004.6,9.9,0.0,WSW,2.0,Wanliu,Wanliu
9374,2014,3,26,13,304.0,341.0,62.0,135.0,1900.0,80.0,22.3,1003.7,9.8,0.0,SSW,1.0,Wanliu,Wanliu
9375,2014,3,26,14,276.0,323.0,60.0,149.0,1900.0,93.0,23.2,1002.6,9.2,0.0,SSW,2.4,Wanliu,Wanliu
9376,2014,3,26,15,310.0,342.0,60.0,169.0,1800.0,101.0,23.0,1002.2,10.4,0.0,SSW,2.6,Wanliu,Wanliu
9377,2014,3,26,16,270.0,319.0,76.0,119.0,1700.0,136.0,22.5,1001.9,10.9,0.0,SW,3.5,Wanliu,Wanliu
9378,2014,3,26,17,296.0,349.0,91.0,114.0,2000.0,138.0,21.6,1002.2,11.0,0.0,SSW,1.4,Wanliu,Wanliu
9379,2014,3,26,18,319.0,388.0,91.0,129.0,2100.0,111.0,19.3,1003.0,12.1,0.0,WSW,0.7,Wanliu,Wanliu
9380,2014,3,26,19,339.0,416.0,78.0,163.0,2100.0,58.0,17.0,1003.8,11.5,0.0,S,0.8,Wanliu,Wanliu
9381,2014,3,26,20,361.0,424.0,67.0,185.0,2200.0,25.0,15.1,1004.4,11.1,0.0,S,0.0,Wanliu,Wanliu
9382,2014,3,26,21,378.0,448.0,62.0,202.0,2500.0,2.0,13.9,1005.2,11.2,0.0,N,0.0,Wanliu,Wanliu
9383,2014,3,26,22,368.0,423.0,46.0,202.0,2600.0,2.0,13.1,1005.3,10.8,0.0,ENE,0.6,Wanliu,Wanliu
9384,2014,3,26,23,366.0,450.0,42.0,197.0,2900.0,2.0,13.5,1005.3,10.3,0.0,NE,1.0,Wanliu,Wanliu
9385,2014,3,27,0,374.0,442.0,36.0,191.0,2800.0,2.0,13.2,1005.6,9.6,0.0,NE,0.8,Wanliu,Wanliu
9386,2014,3,27,1,393.0,461.0,35.0,198.0,2600.0,2.0,12.9,1005.2,10.3,0.0,NE,1.0,Wanliu,Wanliu
9387,2014,3,27,2,378.0,433.0,28.0,187.0,2500.0,2.0,12.3,1005.4,9.8,0.0,NE,1.0,Wanliu,Wanliu
9388,2014,3,27,3,363.0,451.0,25.0,179.0,2400.0,2.0,12.1,1005.7,9.8,0.0,NE,0.9,Wanliu,Wanliu
9389,2014,3,27,4,365.0,424.0,23.0,176.0,2500.0,2.0,11.3,1005.9,9.6,0.0,NE,1.4,Wanliu,Wanliu
9390,2014,3,27,5,371.0,412.0,21.0,171.0,2600.0,2.0,12.0,1006.5,9.0,0.0,NE,1.6,Wanliu,Wanliu
9391,2014,3,27,6,361.0,391.0,24.0,169.0,2400.0,2.0,12.5,1007.6,9.3,0.0,NE,1.3,Wanliu,Wanliu
9392,2014,3,27,7,356.0,395.0,25.0,158.0,2300.0,2.0,13.5,1008.0,9.9,0.0,NE,1.5,Wanliu,Wanliu
9393,2014,3,27,8,347.0,421.0,29.0,151.0,2300.0,2.0,14.9,1008.4,10.5,0.0,NNE,1.8,Wanliu,Wanliu
9394,2014,3,27,9,340.0,430.0,40.0,150.0,2400.0,2.0,15.4,1008.6,10.6,0.0,NNE,1.4,Wanliu,Wanliu
9395,2014,3,27,10,337.0,415.0,41.0,148.0,2400.0,2.0,15.4,1008.3,10.4,0.0,NNE,1.3,Wanliu,Wanliu
9396,2014,3,27,11,354.0,419.0,47.0,150.0,2500.0,2.0,15.5,1007.6,11.3,0.0,ENE,0.7,Wanliu,Wanliu
9397,2014,3,27,12,376.0,498.0,48.0,154.0,3700.0,2.0,15.1,1006.7,11.9,0.0,ENE,1.5,Wanliu,Wanliu
9398,2014,3,27,13,422.0,525.0,59.0,154.0,5400.0,2.0,14.8,1006.1,9.8,0.0,ENE,1.7,Wanliu,Wanliu
9399,2014,3,27,14,338.0,335.0,53.0,132.0,3600.0,2.0,14.7,1005.6,7.7,0.0,NE,0.8,Wanliu,Wanliu
9400,2014,3,27,15,151.0,104.0,58.0,112.0,1600.0,2.0,14.6,1005.1,6.2,0.0,NE,1.4,Wanliu,Wanliu
9401,2014,3,27,16,111.0,77.0,55.0,111.0,1400.0,2.0,14.6,1004.2,5.7,0.0,NE,1.3,Wanliu,Wanliu
9402,2014,3,27,17,93.0,110.0,48.0,107.0,1200.0,2.0,14.5,1003.6,5.6,0.0,NE,1.4,Wanliu,Wanliu
9403,2014,3,27,18,84.0,126.0,47.0,115.0,1600.0,2.0,13.9,1003.8,5.8,0.0,NE,1.2,Wanliu,Wanliu
9404,2014,3,27,19,84.0,126.0,47.0,115.0,1600.0,2.0,13.6,1003.8,6.0,0.0,ENE,1.2,Wanliu,Wanliu
9405,2014,3,27,20,107.0,201.0,42.0,122.0,1800.0,2.0,13.1,1003.9,6.4,0.0,ENE,1.2,Wanliu,Wanliu
9406,2014,3,27,21,117.0,225.0,40.0,123.0,2000.0,2.0,12.0,1003.8,6.7,0.0,NE,0.2,Wanliu,Wanliu
9407,2014,3,27,22,139.0,255.0,39.0,124.0,2100.0,2.0,12.4,1003.3,7.1,0.0,ENE,0.9,Wanliu,Wanliu
9408,2014,3,27,23,129.0,237.0,32.0,119.0,2000.0,2.0,12.7,1002.9,7.4,0.0,ENE,0.7,Wanliu,Wanliu
9409,2014,3,28,0,129.0,237.0,32.0,119.0,2000.0,2.0,12.1,1002.6,7.8,0.0,ENE,0.8,Wanliu,Wanliu
9410,2014,3,28,1,140.0,231.0,33.0,111.0,1900.0,2.0,12.5,1002.8,7.4,0.0,NE,0.6,Wanliu,Wanliu
9411,2014,3,28,2,140.0,231.0,33.0,111.0,1900.0,2.0,12.8,1002.5,7.0,0.0,NNE,0.9,Wanliu,Wanliu
9412,2014,3,28,3,126.0,185.0,41.0,108.0,1700.0,2.0,12.9,1002.1,8.4,0.0,NNE,1.7,Wanliu,Wanliu
9413,2014,3,28,4,125.0,184.0,41.0,108.0,1700.0,2.0,12.4,1002.5,9.4,0.0,NNE,0.6,Wanliu,Wanliu
9414,2014,3,28,5,141.0,227.0,43.0,110.0,1800.0,2.0,11.8,1002.6,10.4,0.4,ENE,1.1,Wanliu,Wanliu
9415,2014,3,28,6,146.0,175.0,21.0,95.0,1700.0,2.0,11.5,1003.1,10.6,0.4,NE,0.2,Wanliu,Wanliu
9416,2014,3,28,7,120.0,144.0,15.0,88.0,1700.0,2.0,12.4,1003.4,11.5,0.0,E,0.0,Wanliu,Wanliu
9417,2014,3,28,8,151.0,160.0,16.0,94.0,1900.0,2.0,13.4,1002.9,12.1,0.1,NE,1.2,Wanliu,Wanliu
9418,2014,3,28,9,128.0,148.0,24.0,98.0,1800.0,2.0,15.5,1002.7,12.4,0.0,N,1.2,Wanliu,Wanliu
9419,2014,3,28,10,166.0,209.0,31.0,100.0,1900.0,2.0,17.8,1002.2,11.4,0.0,NE,1.5,Wanliu,Wanliu
9420,2014,3,28,11,147.0,197.0,49.0,109.0,1900.0,8.0,18.8,1002.2,11.4,0.0,ENE,1.4,Wanliu,Wanliu
9421,2014,3,28,12,127.0,54.0,48.0,78.0,1100.0,41.0,21.1,1001.8,9.7,0.0,E,2.2,Wanliu,Wanliu
9422,2014,3,28,13,94.0,39.0,38.0,62.0,800.0,58.0,22.6,1000.5,8.3,0.0,ENE,1.8,Wanliu,Wanliu
9423,2014,3,28,14,73.0,7.0,23.0,56.0,600.0,69.0,23.2,1000.3,7.3,0.0,ESE,1.7,Wanliu,Wanliu
9424,2014,3,28,15,59.0,24.0,16.0,53.0,400.0,76.0,23.6,1000.1,5.9,0.0,S,1.6,Wanliu,Wanliu
9425,2014,3,28,16,51.0,74.0,12.0,55.0,400.0,76.0,22.8,1000.1,5.7,0.0,WSW,1.7,Wanliu,Wanliu
9426,2014,3,28,17,60.0,134.0,12.0,65.0,500.0,72.0,20.5,1000.6,8.5,0.0,SSE,2.0,Wanliu,Wanliu
9427,2014,3,28,18,76.0,192.0,17.0,89.0,800.0,60.0,18.8,1001.4,9.6,0.0,SSW,1.9,Wanliu,Wanliu
9428,2014,3,28,19,121.0,203.0,27.0,99.0,1500.0,53.0,17.8,1002.6,9.9,0.0,SW,2.0,Wanliu,Wanliu
9429,2014,3,28,20,147.0,210.0,35.0,113.0,2100.0,32.0,16.8,1004.1,9.9,0.0,SW,1.3,Wanliu,Wanliu
9430,2014,3,28,21,158.0,197.0,37.0,120.0,2200.0,15.0,14.3,1005.3,9.9,0.0,SW,0.0,Wanliu,Wanliu
9431,2014,3,28,22,164.0,208.0,30.0,137.0,2600.0,2.0,13.2,1005.8,10.6,0.0,NW,0.8,Wanliu,Wanliu
9432,2014,3,28,23,162.0,195.0,26.0,136.0,2600.0,2.0,12.3,1006.0,9.5,0.0,NE,0.8,Wanliu,Wanliu
9433,2014,3,29,0,166.0,221.0,23.0,131.0,2700.0,2.0,15.4,1006.0,3.5,0.0,NNW,3.1,Wanliu,Wanliu
9434,2014,3,29,1,131.0,12.0,22.0,111.0,1900.0,4.0,15.3,1005.7,2.4,0.0,N,2.2,Wanliu,Wanliu
9435,2014,3,29,2,35.0,5.0,19.0,64.0,600.0,27.0,13.2,1005.9,3.5,0.0,NE,1.5,Wanliu,Wanliu
9436,2014,3,29,3,24.0,5.0,14.0,50.0,300.0,36.0,12.5,1005.9,2.9,0.0,NE,1.4,Wanliu,Wanliu
9437,2014,3,29,4,17.0,26.0,10.0,59.0,300.0,36.0,12.0,1006.3,3.0,0.0,NNE,1.5,Wanliu,Wanliu
9438,2014,3,29,5,26.0,63.0,9.0,59.0,400.0,3.0,12.0,1007.4,3.2,0.0,NE,1.6,Wanliu,Wanliu
9439,2014,3,29,6,20.0,63.0,12.0,79.0,400.0,6.0,12.8,1008.4,3.4,0.0,NNE,1.6,Wanliu,Wanliu
9440,2014,3,29,7,20.0,69.0,12.0,79.0,400.0,8.0,15.3,1009.1,3.1,0.0,NNE,3.9,Wanliu,Wanliu
9441,2014,3,29,8,,71.0,13.0,67.0,300.0,20.0,17.0,1009.4,2.9,0.0,N,3.4,Wanliu,Wanliu
9442,2014,3,29,9,17.0,85.0,10.0,47.0,300.0,40.0,18.1,1009.7,3.2,0.0,NE,2.5,Wanliu,Wanliu
9443,2014,3,29,10,24.0,78.0,9.0,40.0,300.0,50.0,19.2,1009.2,4.1,0.0,N,1.4,Wanliu,Wanliu
9444,2014,3,29,11,24.0,52.0,7.0,37.0,200.0,59.0,19.8,1008.4,2.6,0.0,ENE,1.5,Wanliu,Wanliu
9445,2014,3,29,12,20.0,31.0,6.0,37.0,200.0,67.0,20.9,1007.3,2.2,0.0,NE,3.6,Wanliu,Wanliu
9446,2014,3,29,13,11.0,28.0,7.0,39.0,200.0,72.0,22.2,1006.7,2.3,0.0,NE,3.0,Wanliu,Wanliu
9447,2014,3,29,14,11.0,28.0,7.0,39.0,200.0,72.0,22.6,1005.7,2.1,0.0,NE,4.1,Wanliu,Wanliu
9448,2014,3,29,15,21.0,56.0,7.0,43.0,200.0,78.0,23.0,1005.0,1.3,0.0,NE,3.4,Wanliu,Wanliu
9449,2014,3,29,16,19.0,57.0,10.0,45.0,300.0,79.0,22.8,1004.9,1.2,0.0,NE,3.3,Wanliu,Wanliu
9450,2014,3,29,17,11.0,32.0,9.0,45.0,300.0,81.0,21.9,1005.4,1.0,0.0,N,1.0,Wanliu,Wanliu
9451,2014,3,29,18,18.0,38.0,11.0,41.0,300.0,81.0,19.8,1006.3,2.6,0.0,WSW,2.4,Wanliu,Wanliu
9452,2014,3,29,19,25.0,117.0,9.0,69.0,400.0,53.0,19.1,1007.1,3.3,0.0,SW,2.3,Wanliu,Wanliu
9453,2014,3,29,20,37.0,129.0,8.0,91.0,500.0,40.0,17.7,1007.8,5.0,0.0,SW,1.4,Wanliu,Wanliu
9454,2014,3,29,21,42.0,149.0,10.0,110.0,600.0,23.0,14.6,1008.4,7.2,0.0,SW,1.5,Wanliu,Wanliu
9455,2014,3,29,22,55.0,182.0,11.0,128.0,700.0,10.0,12.5,1008.3,5.9,0.0,WSW,0.9,Wanliu,Wanliu
9456,2014,3,29,23,59.0,207.0,12.0,127.0,700.0,8.0,11.3,1008.7,5.8,0.0,SSW,0.5,Wanliu,Wanliu
9457,2014,3,30,0,62.0,208.0,11.0,133.0,700.0,2.0,10.6,1009.1,6.7,0.0,SSW,0.0,Wanliu,Wanliu
9458,2014,3,30,1,65.0,250.0,11.0,137.0,900.0,2.0,9.3,1008.8,6.6,0.0,N,0.0,Wanliu,Wanliu
9459,2014,3,30,2,63.0,236.0,12.0,135.0,1200.0,2.0,8.7,1008.9,5.6,0.0,ENE,0.9,Wanliu,Wanliu
9460,2014,3,30,3,69.0,231.0,13.0,129.0,1100.0,2.0,8.1,1008.9,5.6,0.0,E,0.0,Wanliu,Wanliu
9461,2014,3,30,4,60.0,188.0,11.0,121.0,1000.0,2.0,8.1,1009.2,3.7,0.0,E,0.5,Wanliu,Wanliu
9462,2014,3,30,5,55.0,137.0,12.0,113.0,1000.0,2.0,9.5,1009.8,4.3,0.0,E,0.1,Wanliu,Wanliu
9463,2014,3,30,6,35.0,7.0,13.0,105.0,600.0,2.0,9.6,1010.3,2.7,0.0,ENE,1.1,Wanliu,Wanliu
9464,2014,3,30,7,33.0,104.0,14.0,106.0,800.0,2.0,15.1,1010.6,0.9,0.0,ENE,1.2,Wanliu,Wanliu
9465,2014,3,30,8,37.0,54.0,26.0,102.0,800.0,4.0,18.7,1011.1,0.8,0.0,NE,1.1,Wanliu,Wanliu
9466,2014,3,30,9,37.0,94.0,31.0,95.0,800.0,12.0,20.7,1011.3,0.5,0.0,NNE,1.4,Wanliu,Wanliu
9467,2014,3,30,10,38.0,95.0,31.0,95.0,800.0,19.0,22.5,1011.0,-0.9,0.0,SW,1.0,Wanliu,Wanliu
9468,2014,3,30,11,29.0,30.0,26.0,79.0,500.0,39.0,23.5,1010.5,-1.5,0.0,SSW,1.6,Wanliu,Wanliu
9469,2014,3,30,12,10.0,14.0,18.0,68.0,400.0,55.0,24.6,1009.7,0.1,0.0,ESE,3.2,Wanliu,Wanliu
9470,2014,3,30,13,17.0,25.0,11.0,62.0,400.0,66.0,25.3,1008.3,-3.2,0.0,ESE,1.8,Wanliu,Wanliu
9471,2014,3,30,14,24.0,5.0,6.0,50.0,300.0,75.0,26.0,1007.2,-2.7,0.0,E,1.1,Wanliu,Wanliu
9472,2014,3,30,15,12.0,5.0,7.0,56.0,300.0,77.0,25.9,1007.0,-1.9,0.0,S,1.8,Wanliu,Wanliu
9473,2014,3,30,16,7.0,15.0,6.0,50.0,300.0,82.0,25.0,1007.2,-3.5,0.0,SW,2.8,Wanliu,Wanliu
9474,2014,3,30,17,19.0,38.0,5.0,60.0,400.0,74.0,23.3,1008.4,-2.4,0.0,SSW,2.3,Wanliu,Wanliu
9475,2014,3,30,18,18.0,52.0,6.0,77.0,400.0,60.0,22.4,1008.9,-1.7,0.0,SSW,1.5,Wanliu,Wanliu
9476,2014,3,30,19,20.0,59.0,4.0,93.0,500.0,46.0,21.9,1009.6,-1.4,0.0,SW,2.2,Wanliu,Wanliu
9477,2014,3,30,20,23.0,80.0,4.0,99.0,500.0,35.0,20.5,1010.0,-0.2,0.0,SSW,1.0,Wanliu,Wanliu
9478,2014,3,30,21,25.0,113.0,7.0,112.0,600.0,18.0,19.4,1010.2,0.4,0.0,SSW,1.3,Wanliu,Wanliu
9479,2014,3,30,22,39.0,149.0,9.0,126.0,700.0,6.0,17.8,1010.1,5.0,0.0,WSW,1.1,Wanliu,Wanliu
9480,2014,3,30,23,44.0,158.0,11.0,139.0,800.0,2.0,17.6,1010.1,1.9,0.0,WSW,1.4,Wanliu,Wanliu
9481,2014,3,31,0,51.0,152.0,12.0,142.0,700.0,2.0,15.2,1010.0,5.7,0.0,WSW,0.0,Wanliu,Wanliu
9482,2014,3,31,1,62.0,155.0,14.0,141.0,800.0,2.0,13.7,1009.5,4.3,0.0,N,0.0,Wanliu,Wanliu
9483,2014,3,31,2,81.0,234.0,21.0,143.0,900.0,2.0,13.9,1009.4,6.0,0.0,N,0.1,Wanliu,Wanliu
9484,2014,3,31,3,131.0,289.0,26.0,116.0,1200.0,24.0,13.8,1009.5,6.2,0.0,NNE,1.6,Wanliu,Wanliu
9485,2014,3,31,4,161.0,450.0,25.0,136.0,1500.0,7.0,14.6,1009.8,4.8,0.0,NE,1.5,Wanliu,Wanliu
9486,2014,3,31,5,137.0,216.0,30.0,134.0,1500.0,2.0,14.3,1010.1,4.8,0.0,NNE,1.2,Wanliu,Wanliu
9487,2014,3,31,6,127.0,242.0,30.0,141.0,1700.0,2.0,14.3,1010.5,4.6,0.0,NE,1.7,Wanliu,Wanliu
9488,2014,3,31,7,120.0,237.0,28.0,139.0,1700.0,2.0,14.9,1010.9,5.7,0.0,NNE,1.4,Wanliu,Wanliu
9489,2014,3,31,8,130.0,269.0,33.0,138.0,1900.0,2.0,15.8,1011.5,6.2,0.0,N,1.2,Wanliu,Wanliu
9490,2014,3,31,9,147.0,248.0,40.0,139.0,2100.0,3.0,16.8,1011.6,6.6,0.0,NE,2.5,Wanliu,Wanliu
9491,2014,3,31,10,164.0,272.0,48.0,139.0,2300.0,9.0,17.3,1011.4,9.0,0.0,S,1.2,Wanliu,Wanliu
9492,2014,3,31,11,205.0,372.0,52.0,139.0,2900.0,20.0,19.4,1010.5,7.5,0.0,ESE,1.6,Wanliu,Wanliu
9493,2014,3,31,12,231.0,316.0,64.0,135.0,3100.0,33.0,20.9,1009.7,7.8,0.0,ENE,2.3,Wanliu,Wanliu
9494,2014,3,31,13,244.0,313.0,63.0,140.0,3100.0,45.0,21.6,1009.3,6.7,0.0,N,2.1,Wanliu,Wanliu
9495,2014,3,31,14,245.0,319.0,67.0,140.0,3200.0,58.0,22.3,1008.4,5.2,0.0,NE,1.2,Wanliu,Wanliu
9496,2014,3,31,15,185.0,176.0,52.0,117.0,2300.0,73.0,21.4,1007.7,5.3,0.0,NNW,2.5,Wanliu,Wanliu
9497,2014,3,31,16,96.0,89.0,31.0,86.0,1300.0,78.0,20.4,1007.7,4.8,0.0,N,1.8,Wanliu,Wanliu
9498,2014,3,31,17,58.0,35.0,17.0,62.0,600.0,79.0,18.6,1008.0,7.4,0.0,SSW,1.3,Wanliu,Wanliu
9499,2014,3,31,18,36.0,89.0,14.0,62.0,600.0,70.0,17.8,1008.1,7.8,0.0,SW,1.9,Wanliu,Wanliu
9500,2014,3,31,19,73.0,108.0,16.0,102.0,1000.0,49.0,16.6,1008.4,8.8,0.0,WSW,1.4,Wanliu,Wanliu
9501,2014,3,31,20,93.0,123.0,16.0,123.0,1200.0,31.0,14.1,1009.1,8.9,0.0,SW,0.5,Wanliu,Wanliu
9502,2014,3,31,21,97.0,99.0,14.0,135.0,1300.0,15.0,13.0,1009.3,9.3,0.0,SW,0.7,Wanliu,Wanliu
9503,2014,3,31,22,78.0,104.0,15.0,155.0,1500.0,2.0,12.3,1009.7,8.6,0.0,NE,0.5,Wanliu,Wanliu
9504,2014,3,31,23,106.0,127.0,13.0,153.0,1400.0,2.0,12.8,1009.7,10.3,0.0,NE,1.5,Wanliu,Wanliu
9505,2014,4,1,0,124.0,193.0,12.0,155.0,1600.0,2.0,12.1,1009.7,10.0,0.0,NNE,1.5,Wanliu,Wanliu
9506,2014,4,1,1,164.0,238.0,10.0,141.0,1600.0,2.0,11.3,1009.3,9.9,0.0,ENE,0.7,Wanliu,Wanliu
9507,2014,4,1,2,164.0,176.0,8.0,127.0,1500.0,2.0,10.7,1009.4,9.5,0.0,ENE,1.3,Wanliu,Wanliu
9508,2014,4,1,3,166.0,178.0,7.0,126.0,1300.0,2.0,10.4,1008.7,9.3,0.0,ENE,0.9,Wanliu,Wanliu
9509,2014,4,1,4,141.0,158.0,7.0,125.0,1400.0,2.0,9.6,1008.9,8.5,0.0,ENE,0.9,Wanliu,Wanliu
9510,2014,4,1,5,164.0,167.0,7.0,,1400.0,2.0,8.9,1008.8,7.8,0.0,ENE,0.5,Wanliu,Wanliu
9511,2014,4,1,6,164.0,167.0,7.0,110.0,1400.0,2.0,8.8,1009.3,7.4,0.0,NE,1.0,Wanliu,Wanliu
9512,2014,4,1,7,145.0,113.0,7.0,111.0,1200.0,2.0,11.6,1009.3,9.3,0.0,NNE,1.2,Wanliu,Wanliu
9513,2014,4,1,8,128.0,174.0,14.0,112.0,1300.0,2.0,13.9,1009.1,9.9,0.0,NE,1.2,Wanliu,Wanliu
9514,2014,4,1,9,205.0,303.0,29.0,118.0,1600.0,4.0,16.5,1009.1,9.4,0.0,NNE,1.0,Wanliu,Wanliu
9515,2014,4,1,10,207.0,179.0,43.0,114.0,1500.0,23.0,18.8,1008.2,8.4,0.0,SSW,1.5,Wanliu,Wanliu
9516,2014,4,1,11,161.0,103.0,44.0,102.0,1200.0,49.0,20.3,1007.0,7.0,0.0,SW,1.8,Wanliu,Wanliu
9517,2014,4,1,12,139.0,71.0,35.0,104.0,1100.0,61.0,22.3,1006.0,7.3,0.0,S,2.7,Wanliu,Wanliu
9518,2014,4,1,13,150.0,64.0,28.0,115.0,1100.0,73.0,23.2,1004.9,4.2,0.0,S,1.7,Wanliu,Wanliu
9519,2014,4,1,14,139.0,50.0,20.0,115.0,1000.0,86.0,23.6,1004.0,2.4,0.0,SSW,1.4,Wanliu,Wanliu
9520,2014,4,1,15,94.0,19.0,16.0,94.0,700.0,105.0,23.4,1003.1,2.2,0.0,WSW,4.0,Wanliu,Wanliu
9521,2014,4,1,16,77.0,21.0,13.0,84.0,700.0,106.0,22.9,1002.9,1.8,0.0,SW,4.6,Wanliu,Wanliu
9522,2014,4,1,17,41.0,41.0,10.0,82.0,600.0,102.0,21.9,1003.0,3.5,0.0,SW,2.6,Wanliu,Wanliu
9523,2014,4,1,18,57.0,117.0,9.0,90.0,600.0,96.0,21.2,1003.2,4.3,0.0,SSW,2.1,Wanliu,Wanliu
9524,2014,4,1,19,55.0,73.0,11.0,106.0,700.0,74.0,20.0,1003.7,4.9,0.0,WSW,1.9,Wanliu,Wanliu
9525,2014,4,1,20,66.0,145.0,16.0,105.0,700.0,74.0,19.1,1003.8,5.5,0.0,SW,2.3,Wanliu,Wanliu
9526,2014,4,1,21,73.0,110.0,16.0,117.0,800.0,50.0,19.3,1003.9,6.4,0.0,SW,1.9,Wanliu,Wanliu
9527,2014,4,1,22,81.0,162.0,23.0,144.0,900.0,24.0,18.7,1003.9,6.8,0.0,SW,2.2,Wanliu,Wanliu
9528,2014,4,1,23,100.0,175.0,29.0,130.0,900.0,28.0,17.8,1004.4,6.9,0.0,SSW,2.2,Wanliu,Wanliu
9529,2014,4,2,0,105.0,185.0,29.0,129.0,900.0,21.0,16.4,1004.3,8.4,0.0,SW,1.4,Wanliu,Wanliu
9530,2014,4,2,1,116.0,211.0,27.0,131.0,900.0,10.0,13.3,1004.6,9.2,0.0,W,0.4,Wanliu,Wanliu
9531,2014,4,2,2,115.0,193.0,24.0,123.0,900.0,10.0,11.9,1004.5,7.4,0.0,NE,0.7,Wanliu,Wanliu
9532,2014,4,2,3,127.0,336.0,20.0,136.0,1000.0,2.0,12.4,1004.4,6.7,0.0,ENE,0.8,Wanliu,Wanliu
9533,2014,4,2,4,124.0,221.0,18.0,135.0,1000.0,2.0,11.5,1004.8,6.2,0.0,NE,0.4,Wanliu,Wanliu
9534,2014,4,2,5,109.0,131.0,19.0,140.0,900.0,2.0,10.8,1005.4,5.7,0.0,NE,0.2,Wanliu,Wanliu
9535,2014,4,2,6,107.0,191.0,18.0,138.0,1000.0,2.0,11.5,1006.4,6.2,0.0,NE,1.3,Wanliu,Wanliu
9536,2014,4,2,7,118.0,215.0,17.0,130.0,1300.0,2.0,14.8,1007.7,6.6,0.0,NE,2.1,Wanliu,Wanliu
9537,2014,4,2,8,128.0,265.0,28.0,135.0,1500.0,2.0,17.2,1008.4,7.3,0.0,NE,3.6,Wanliu,Wanliu
9538,2014,4,2,9,146.0,287.0,36.0,122.0,1300.0,11.0,20.5,1008.9,3.2,0.0,ENE,2.7,Wanliu,Wanliu
9539,2014,4,2,10,136.0,138.0,38.0,100.0,1000.0,42.0,21.7,1009.0,1.3,0.0,NE,3.4,Wanliu,Wanliu
9540,2014,4,2,11,87.0,21.0,21.0,73.0,700.0,75.0,22.4,1009.1,0.8,0.0,ENE,3.0,Wanliu,Wanliu
9541,2014,4,2,12,66.0,13.0,15.0,61.0,500.0,95.0,23.3,1008.9,1.0,0.0,NE,2.4,Wanliu,Wanliu
9542,2014,4,2,13,52.0,66.0,14.0,58.0,500.0,108.0,23.6,1008.5,1.8,0.0,E,3.1,Wanliu,Wanliu
